word,i,j,k,l,m
SMEEK,18,12,4,4,10
SMEES,18,12,4,4,18
SMEIK,18,12,4,8,10
SMEKE,18,12,4,10,4
SMELL,18,12,4,11,11
SMELT,18,12,4,11,19
SMERK,18,12,4,17,10
SMEWS,18,12,4,22,18
SMILE,18,12,8,11,4
SMIRK,18,12,8,17,10
SMIRR,18,12,8,17,17
SMIRS,18,12,8,17,18
SMITE,18,12,8,19,4
SMITH,18,12,8,19,7
SMITS,18,12,8,19,18
SMOCK,18,12,14,2,10
SMOGS,18,12,14,6,18
SMOKE,18,12,14,10,4
SMOKO,18,12,14,10,14
SMOKY,18,12,14,10,24
SMOLT,18,12,14,11,19
SMOOR,18,12,14,14,17
SMOOT,18,12,14,14,19
SMORE,18,12,14,17,4
SMORG,18,12,14,17,6
SMOTE,18,12,14,19,4
SMOUT,18,12,14,20,19
SMOWT,18,12,14,22,19
SMUGS,18,12,20,6,18
SMURS,18,12,20,17,18
SMUSH,18,12,20,18,7
SMUTS,18,12,20,19,18
SNABS,18,13,0,1,18
SNACK,18,13,0,2,10
SNAFU,18,13,0,5,20
SNAGS,18,13,0,6,18
SNAIL,18,13,0,8,11
SNAKE,18,13,0,10,4
SNAKY,18,13,0,10,24
SNAPS,18,13,0,15,18
SNARE,18,13,0,17,4
SNARF,18,13,0,17,5
SNARK,18,13,0,17,10
SNARL,18,13,0,17,11
SNARS,18,13,0,17,18
SNARY,18,13,0,17,24
SNASH,18,13,0,18,7
SNATH,18,13,0,19,7
SNAWS,18,13,0,22,18
SNEAD,18,13,4,0,3
SNEAK,18,13,4,0,10
SNEAP,18,13,4,0,15
SNEBS,18,13,4,1,18
SNECK,18,13,4,2,10
SNEDS,18,13,4,3,18
SNEED,18,13,4,4,3
SNEER,18,13,4,4,17
SNEES,18,13,4,4,18
SNELL,18,13,4,11,11
SNIBS,18,13,8,1,18
SNICK,18,13,8,2,10
SNIDE,18,13,8,3,4
SNIES,18,13,8,4,18
SNIFF,18,13,8,5,5
SNIFT,18,13,8,5,19
SNIGS,18,13,8,6,18
SNIPE,18,13,8,15,4
SNIPS,18,13,8,15,18
SNIPY,18,13,8,15,24
SNIRT,18,13,8,17,19
SNITS,18,13,8,19,18
SNOBS,18,13,14,1,18
SNODS,18,13,14,3,18
SNOEK,18,13,14,4,10
SNOEP,18,13,14,4,15
SNOGS,18,13,14,6,18
SNOKE,18,13,14,10,4
SNOOD,18,13,14,14,3
SNOOK,18,13,14,14,10
SNOOL,18,13,14,14,11
SNOOP,18,13,14,14,15
SNOOT,18,13,14,14,19
SNORE,18,13,14,17,4
SNORT,18,13,14,17,19
SNOTS,18,13,14,19,18
SNOUT,18,13,14,20,19
SNOWK,18,13,14,22,10
SNOWS,18,13,14,22,18
SNOWY,18,13,14,22,24
SNUBS,18,13,20,1,18
SNUCK,18,13,20,2,10
SNUFF,18,13,20,5,5
SNUGS,18,13,20,6,18
SNUSH,18,13,20,18,7
SNYES,18,13,24,4,18
SOAKS,18,14,0,10,18
SOAPS,18,14,0,15,18
SOAPY,18,14,0,15,24
SOARE,18,14,0,17,4
SOARS,18,14,0,17,18
SOAVE,18,14,0,21,4
SOBAS,18,14,1,0,18
SOBER,18,14,1,4,17
SOCAS,18,14,2,0,18
SOCES,18,14,2,4,18
SOCKO,18,14,2,10,14
SOCKS,18,14,2,10,18
SOCLE,18,14,2,11,4
SODAS,18,14,3,0,18
SODDY,18,14,3,3,24
SODIC,18,14,3,8,2
SODOM,18,14,3,14,12
SOFAR,18,14,5,0,17
SOFAS,18,14,5,0,18
SOFTA,18,14,5,19,0
SOFTS,18,14,5,19,18
SOFTY,18,14,5,19,24
SOGER,18,14,6,4,17
SOGGY,18,14,6,6,24
SOHUR,18,14,7,20,17
SOILS,18,14,8,11,18
SOILY,18,14,8,11,24
SOJAS,18,14,9,0,18
SOJUS,18,14,9,20,18
SOKAH,18,14,10,0,7
SOKEN,18,14,10,4,13
SOKES,18,14,10,4,18
SOKOL,18,14,10,14,11
SOLAH,18,14,11,0,7
SOLAN,18,14,11,0,13
SOLAR,18,14,11,0,17
SOLAS,18,14,11,0,18
SOLDE,18,14,11,3,4
SOLDI,18,14,11,3,8
SOLDO,18,14,11,3,14
SOLDS,18,14,11,3,18
SOLED,18,14,11,4,3
SOLEI,18,14,11,4,8
SOLER,18,14,11,4,17
SOLES,18,14,11,4,18
SOLID,18,14,11,8,3
SOLON,18,14,11,14,13
SOLOS,18,14,11,14,18
SOLUM,18,14,11,20,12
SOLUS,18,14,11,20,18
SOLVE,18,14,11,21,4
SOMAN,18,14,12,0,13
SOMAS,18,14,12,0,18
SONAR,18,14,13,0,17
SONCE,18,14,13,2,4
SONDE,18,14,13,3,4
SONES,18,14,13,4,18
SONGS,18,14,13,6,18
SONIC,18,14,13,8,2
SONLY,18,14,13,11,24
SONNE,18,14,13,13,4
SONNY,18,14,13,13,24
SONSE,18,14,13,18,4
SONSY,18,14,13,18,24
SOOEY,18,14,14,4,24
SOOKS,18,14,14,10,18
SOOKY,18,14,14,10,24
SOOLE,18,14,14,11,4
SOOLS,18,14,14,11,18
SOOMS,18,14,14,12,18
SOOPS,18,14,14,15,18
SOOTE,18,14,14,19,4
SOOTH,18,14,14,19,7
SOOTS,18,14,14,19,18
SOOTY,18,14,14,19,24
SOPHS,18,14,15,7,18
SOPHY,18,14,15,7,24
SOPOR,18,14,15,14,17
SOPPY,18,14,15,15,24
SOPRA,18,14,15,17,0
SORAL,18,14,17,0,11
SORAS,18,14,17,0,18
SORBO,18,14,17,1,14
SORBS,18,14,17,1,18
SORDA,18,14,17,3,0
SORDO,18,14,17,3,14
SORDS,18,14,17,3,18
SORED,18,14,17,4,3
SOREE,18,14,17,4,4
SOREL,18,14,17,4,11
SORER,18,14,17,4,17
SORES,18,14,17,4,18
SOREX,18,14,17,4,23
SORGO,18,14,17,6,14
SORNS,18,14,17,13,18
SORRA,18,14,17,17,0
SORRY,18,14,17,17,24
SORTA,18,14,17,19,0
SORTS,18,14,17,19,18
SORUS,18,14,17,20,18
SOTHS,18,14,19,7,18
SOTOL,18,14,19,14,11
SOUCE,18,14,20,2,4
SOUCT,18,14,20,2,19
SOUGH,18,14,20,6,7
SOUKS,18,14,20,10,18
SOULS,18,14,20,11,18
SOUMS,18,14,20,12,18
SOUND,18,14,20,13,3
SOUPS,18,14,20,15,18
SOUPY,18,14,20,15,24
SOURS,18,14,20,17,18
SOUSE,18,14,20,18,4
SOUTH,18,14,20,19,7
SOUTS,18,14,20,19,18
SOWAR,18,14,22,0,17
SOWCE,18,14,22,2,4
SOWED,18,14,22,4,3
SOWER,18,14,22,4,17
SOWFF,18,14,22,5,5
SOWFS,18,14,22,5,18
SOWLE,18,14,22,11,4
SOWLS,18,14,22,11,18
SOWMS,18,14,22,12,18
SOWND,18,14,22,13,3
SOWNE,18,14,22,13,4
SOWPS,18,14,22,15,18
SOWSE,18,14,22,18,4
SOWTH,18,14,22,19,7
SOYAS,18,14,24,0,18
SOYLE,18,14,24,11,4
SOYUZ,18,14,24,20,25
SOZIN,18,14,25,8,13
SPACE,18,15,0,2,4
SPACY,18,15,0,2,24
SPADE,18,15,0,3,4
SPADO,18,15,0,3,14
SPAED,18,15,0,4,3
SPAER,18,15,0,4,17
SPAES,18,15,0,4,18
SPAGS,18,15,0,6,18
SPAHI,18,15,0,7,8
SPAIL,18,15,0,8,11
SPAIN,18,15,0,8,13
SPAIT,18,15,0,8,19
SPAKE,18,15,0,10,4
SPALD,18,15,0,11,3
SPALE,18,15,0,11,4
SPALL,18,15,0,11,11
SPALT,18,15,0,11,19
SPAMS,18,15,0,12,18
SPANE,18,15,0,13,4
SPANG,18,15,0,13,6
SPANK,18,15,0,13,10
SPANS,18,15,0,13,18
SPARD,18,15,0,17,3
SPARE,18,15,0,17,4
SPARK,18,15,0,17,10
SPARS,18,15,0,17,18
SPART,18,15,0,17,19
SPASM,18,15,0,18,12
SPATE,18,15,0,19,4
SPATS,18,15,0,19,18
SPAUL,18,15,0,20,11
SPAWL,18,15,0,22,11
SPAWN,18,15,0,22,13
SPAWS,18,15,0,22,18
SPAYD,18,15,0,24,3
SPAYS,18,15,0,24,18
SPAZA,18,15,0,25,0
SPAZZ,18,15,0,25,25
SPEAK,18,15,4,0,10
SPEAL,18,15,4,0,11
SPEAN,18,15,4,0,13
SPEAR,18,15,4,0,17
SPEAT,18,15,4,0,19
SPECK,18,15,4,2,10
SPECS,18,15,4,2,18
SPECT,18,15,4,2,19
SPEED,18,15,4,4,3
SPEEL,18,15,4,4,11
SPEER,18,15,4,4,17
SPEIL,18,15,4,8,11
SPEIR,18,15,4,8,17
SPEKS,18,15,4,10,18
SPELD,18,15,4,11,3
SPELK,18,15,4,11,10
SPELL,18,15,4,11,11
SPELT,18,15,4,11,19
SPEND,18,15,4,13,3
SPENT,18,15,4,13,19
SPEOS,18,15,4,14,18
SPERM,18,15,4,17,12
SPETS,18,15,4,19,18
SPEUG,18,15,4,20,6
SPEWS,18,15,4,22,18
SPEWY,18,15,4,22,24
SPIAL,18,15,8,0,11
SPICA,18,15,8,2,0
SPICE,18,15,8,2,4
SPICK,18,15,8,2,10
SPICS,18,15,8,2,18
SPICY,18,15,8,2,24
SPIDE,18,15,8,3,4
SPIED,18,15,8,4,3
SPIEL,18,15,8,4,11
SPIER,18,15,8,4,17
SPIES,18,15,8,4,18
SPIFF,18,15,8,5,5
SPIFS,18,15,8,5,18
SPIKE,18,15,8,10,4
SPIKS,18,15,8,10,18
SPIKY,18,15,8,10,24
SPILE,18,15,8,11,4
SPILL,18,15,8,11,11
SPILT,18,15,8,11,19
SPIMS,18,15,8,12,18
SPINA,18,15,8,13,0
SPINE,18,15,8,13,4
SPINK,18,15,8,13,10
SPINS,18,15,8,13,18
SPINY,18,15,8,13,24
SPIRE,18,15,8,17,4
SPIRT,18,15,8,17,19
SPIRY,18,15,8,17,24
SPITE,18,15,8,19,4
SPITS,18,15,8,19,18
SPITZ,18,15,8,19,25
SPIVS,18,15,8,21,18
SPLAT,18,15,11,0,19
SPLAY,18,15,11,0,24
SPLIT,18,15,11,8,19
SPLOG,18,15,11,14,6
SPODE,18,15,14,3,4
SPODS,18,15,14,3,18
SPOIL,18,15,14,8,11
SPOKE,18,15,14,10,4
SPOOF,18,15,14,14,5
SPOOK,18,15,14,14,10
SPOOL,18,15,14,14,11
SPOOM,18,15,14,14,12
SPOON,18,15,14,14,13
SPOOR,18,15,14,14,17
SPOOT,18,15,14,14,19
SPORE,18,15,14,17,4
SPORK,18,15,14,17,10
SPORT,18,15,14,17,19
SPOSH,18,15,14,18,7
SPOTS,18,15,14,19,18
SPOUT,18,15,14,20,19
SPRAD,18,15,17,0,3
SPRAG,18,15,17,0,6
SPRAT,18,15,17,0,19
SPRAY,18,15,17,0,24
SPRED,18,15,17,4,3
SPREE,18,15,17,4,4
SPREW,18,15,17,4,22
SPRIG,18,15,17,8,6
SPRIT,18,15,17,8,19
SPROD,18,15,17,14,3
SPROG,18,15,17,14,6
SPRUE,18,15,17,20,4
SPRUG,18,15,17,20,6
SPUDS,18,15,20,3,18
SPUED,18,15,20,4,3
SPUER,18,15,20,4,17
SPUES,18,15,20,4,18
SPUGS,18,15,20,6,18
SPULE,18,15,20,11,4
SPUME,18,15,20,12,4
SPUMY,18,15,20,12,24
SPUNK,18,15,20,13,10
SPURN,18,15,20,17,13
SPURS,18,15,20,17,18
SPURT,18,15,20,17,19
SPUTA,18,15,20,19,0
SPYAL,18,15,24,0,11
SPYRE,18,15,24,17,4
SQUAB,18,16,20,0,1
SQUAD,18,16,20,0,3
SQUAT,18,16,20,0,19
SQUAW,18,16,20,0,22
SQUEG,18,16,20,4,6
SQUIB,18,16,20,8,1
SQUID,18,16,20,8,3
SQUIT,18,16,20,8,19
SQUIZ,18,16,20,8,25
STABS,18,19,0,1,18
STACK,18,19,0,2,10
STADE,18,19,0,3,4
STAFF,18,19,0,5,5
STAGE,18,19,0,6,4
STAGS,18,19,0,6,18
STAGY,18,19,0,6,24
STAID,18,19,0,8,3
STAIG,18,19,0,8,6
STAIN,18,19,0,8,13
STAIR,18,19,0,8,17
STAKE,18,19,0,10,4
STALE,18,19,0,11,4
STALK,18,19,0,11,10
STALL,18,19,0,11,11
STAMP,18,19,0,12,15
STAND,18,19,0,13,3
STANE,18,19,0,13,4
STANG,18,19,0,13,6
STANK,18,19,0,13,10
STAPH,18,19,0,15,7
STAPS,18,19,0,15,18
STARE,18,19,0,17,4
STARK,18,19,0,17,10
STARN,18,19,0,17,13
STARR,18,19,0,17,17
STARS,18,19,0,17,18
START,18,19,0,17,19
STASH,18,19,0,18,7
STATE,18,19,0,19,4
STATS,18,19,0,19,18
STAUN,18,19,0,20,13
STAVE,18,19,0,21,4
STAWS,18,19,0,22,18
STAYS,18,19,0,24,18
STEAD,18,19,4,0,3
STEAK,18,19,4,0,10
STEAL,18,19,4,0,11
STEAM,18,19,4,0,12
STEAN,18,19,4,0,13
STEAR,18,19,4,0,17
STEDD,18,19,4,3,3
STEDE,18,19,4,3,4
STEDS,18,19,4,3,18
STEED,18,19,4,4,3
STEEK,18,19,4,4,10
STEEL,18,19,4,4,11
STEEM,18,19,4,4,12
STEEN,18,19,4,4,13
STEEP,18,19,4,4,15
STEER,18,19,4,4,17
STEIL,18,19,4,8,11
STEIN,18,19,4,8,13
STELA,18,19,4,11,0
STELE,18,19,4,11,4
STELL,18,19,4,11,11
STEME,18,19,4,12,4
STEMS,18,19,4,12,18
STEND,18,19,4,13,3
STENO,18,19,4,13,14
STENS,18,19,4,13,18
STENT,18,19,4,13,19
STEPS,18,19,4,15,18
STEPT,18,19,4,15,19
STERE,18,19,4,17,4
STERN,18,19,4,17,13
STETS,18,19,4,19,18
STEWS,18,19,4,22,18
STEWY,18,19,4,22,24
STEYS,18,19,4,24,18
STICH,18,19,8,2,7
STICK,18,19,8,2,10
STIED,18,19,8,4,3
STIES,18,19,8,4,18
STIFF,18,19,8,5,5
STILB,18,19,8,11,1
STILE,18,19,8,11,4
STILL,18,19,8,11,11
STILT,18,19,8,11,19
STIME,18,19,8,12,4
STIMS,18,19,8,12,18
STIMY,18,19,8,12,24
STING,18,19,8,13,6
STINK,18,19,8,13,10
STINT,18,19,8,13,19
STIPA,18,19,8,15,0
STIPE,18,19,8,15,4
STIRE,18,19,8,17,4
STIRK,18,19,8,17,10
STIRP,18,19,8,17,15
STIRS,18,19,8,17,18
STIVE,18,19,8,21,4
STIVY,18,19,8,21,24
STOAE,18,19,14,0,4
STOAI,18,19,14,0,8
STOAS,18,19,14,0,18
STOAT,18,19,14,0,19
STOBS,18,19,14,1,18
STOCK,18,19,14,2,10
STOEP,18,19,14,4,15
STOGY,18,19,14,6,24
STOIC,18,19,14,8,2
STOIT,18,19,14,8,19
STOKE,18,19,14,10,4
STOLE,18,19,14,11,4
STOLN,18,19,14,11,13
STOMA,18,19,14,12,0
STOMP,18,19,14,12,15
STOND,18,19,14,13,3
STONE,18,19,14,13,4
STONG,18,19,14,13,6
STONK,18,19,14,13,10
STONN,18,19,14,13,13
STONY,18,19,14,13,24
STOOD,18,19,14,14,3
STOOK,18,19,14,14,10
STOOL,18,19,14,14,11
STOOP,18,19,14,14,15
STOOR,18,19,14,14,17
STOPE,18,19,14,15,4
STOPS,18,19,14,15,18
STOPT,18,19,14,15,19
STORE,18,19,14,17,4
STORK,18,19,14,17,10
STORM,18,19,14,17,12
STORY,18,19,14,17,24
STOSS,18,19,14,18,18
STOTS,18,19,14,19,18
STOTT,18,19,14,19,19
STOUN,18,19,14,20,13
STOUP,18,19,14,20,15
STOUR,18,19,14,20,17
STOUT,18,19,14,20,19
STOVE,18,19,14,21,4
STOWN,18,19,14,22,13
STOWP,18,19,14,22,15
STOWS,18,19,14,22,18
STRAD,18,19,17,0,3
STRAE,18,19,17,0,4
STRAG,18,19,17,0,6
STRAK,18,19,17,0,10
STRAP,18,19,17,0,15
STRAW,18,19,17,0,22
STRAY,18,19,17,0,24
STREP,18,19,17,4,15
STREW,18,19,17,4,22
STRIA,18,19,17,8,0
STRIG,18,19,17,8,6
STRIM,18,19,17,8,12
STRIP,18,19,17,8,15
STROP,18,19,17,14,15
STROW,18,19,17,14,22
STROY,18,19,17,14,24
STRUM,18,19,17,20,12
STRUT,18,19,17,20,19
STUBS,18,19,20,1,18
STUCK,18,19,20,2,10
STUDE,18,19,20,3,4
STUDS,18,19,20,3,18
STUDY,18,19,20,3,24
STUFF,18,19,20,5,5
STULL,18,19,20,11,11
STULM,18,19,20,11,12
STUMM,18,19,20,12,12
STUMP,18,19,20,12,15
STUMS,18,19,20,12,18
STUNG,18,19,20,13,6
STUNK,18,19,20,13,10
STUNS,18,19,20,13,18
STUNT,18,19,20,13,19
STUPA,18,19,20,15,0
STUPE,18,19,20,15,4
STURE,18,19,20,17,4
STURT,18,19,20,17,19
STYED,18,19,24,4,3
STYES,18,19,24,4,18
STYLE,18,19,24,11,4
STYLI,18,19,24,11,8
STYLO,18,19,24,11,14
STYME,18,19,24,12,4
STYMY,18,19,24,12,24
STYRE,18,19,24,17,4
STYTE,18,19,24,19,4
SUAVE,18,20,0,21,4
SUBAH,18,20,1,0,7
SUBAS,18,20,1,0,18
SUBBY,18,20,1,1,24
SUBER,18,20,1,4,17
SUBHA,18,20,1,7,0
SUCCI,18,20,2,2,8
SUCKS,18,20,2,10,18
SUCKY,18,20,2,10,24
SUCRE,18,20,2,17,4
SUDDS,18,20,3,3,18
SUDOR,18,20,3,14,17
SUDSY,18,20,3,18,24
SUEDE,18,20,4,3,4
SUENT,18,20,4,13,19
SUERS,18,20,4,17,18
SUETE,18,20,4,19,4
SUETS,18,20,4,19,18
SUETY,18,20,4,19,24
SUGAN,18,20,6,0,13
SUGAR,18,20,6,0,17
SUGHS,18,20,6,7,18
SUGOS,18,20,6,14,18
SUHUR,18,20,7,20,17
SUIDS,18,20,8,3,18
SUING,18,20,8,13,6
SUINT,18,20,8,13,19
SUITE,18,20,8,19,4
SUITS,18,20,8,19,18
SUJEE,18,20,9,4,4
SUKHS,18,20,10,7,18
SUKUK,18,20,10,20,10
SULCI,18,20,11,2,8
SULFA,18,20,11,5,0
SULFO,18,20,11,5,14
SULKS,18,20,11,10,18
SULKY,18,20,11,10,24
SULLY,18,20,11,11,24
SULPH,18,20,11,15,7
SULUS,18,20,11,20,18
SUMAC,18,20,12,0,2
SUMIS,18,20,12,8,18
SUMMA,18,20,12,12,0
SUMOS,18,20,12,14,18
SUMPH,18,20,12,15,7
SUMPS,18,20,12,15,18
SUNIS,18,20,13,8,18
SUNKS,18,20,13,10,18
SUNNA,18,20,13,13,0
SUNNS,18,20,13,13,18
SUNNY,18,20,13,13,24
SUNUP,18,20,13,20,15
SUPER,18,20,15,4,17
SUPES,18,20,15,4,18
SUPRA,18,20,15,17,0
SURAH,18,20,17,0,7
SURAL,18,20,17,0,11
SURAS,18,20,17,0,18
SURAT,18,20,17,0,19
SURDS,18,20,17,3,18
SURED,18,20,17,4,3
SURER,18,20,17,4,17
SURES,18,20,17,4,18
SURFS,18,20,17,5,18
SURFY,18,20,17,5,24
SURGE,18,20,17,6,4
SURGY,18,20,17,6,24
SURLY,18,20,17,11,24
SURRA,18,20,17,17,0
SUSED,18,20,18,4,3
SUSES,18,20,18,4,18
SUSHI,18,20,18,7,8
SUSUS,18,20,18,20,18
SUTOR,18,20,19,14,17
SUTRA,18,20,19,17,0
SUTTA,18,20,19,19,0
SWABS,18,22,0,1,18
SWACK,18,22,0,2,10
SWADS,18,22,0,3,18
SWAGE,18,22,0,6,4
SWAGS,18,22,0,6,18
SWAIL,18,22,0,8,11
SWAIN,18,22,0,8,13
SWALE,18,22,0,11,4
SWALY,18,22,0,11,24
SWAMI,18,22,0,12,8
SWAMP,18,22,0,12,15
SWAMY,18,22,0,12,24
SWANG,18,22,0,13,6
SWANK,18,22,0,13,10
SWANS,18,22,0,13,18
SWAPS,18,22,0,15,18
SWAPT,18,22,0,15,19
SWARD,18,22,0,17,3
SWARE,18,22,0,17,4
SWARF,18,22,0,17,5
SWARM,18,22,0,17,12
SWART,18,22,0,17,19
SWASH,18,22,0,18,7
SWATH,18,22,0,19,7
SWATS,18,22,0,19,18
SWAYL,18,22,0,24,11
SWAYS,18,22,0,24,18
SWEAL,18,22,4,0,11
SWEAR,18,22,4,0,17
SWEAT,18,22,4,0,19
SWEDE,18,22,4,3,4
SWEED,18,22,4,4,3
SWEEL,18,22,4,4,11
SWEEP,18,22,4,4,15
SWEER,18,22,4,4,17
SWEES,18,22,4,4,18
SWEET,18,22,4,4,19
SWEIR,18,22,4,8,17
SWELL,18,22,4,11,11
SWELT,18,22,4,11,19
SWEPT,18,22,4,15,19
SWERF,18,22,4,17,5
SWEYS,18,22,4,24,18
SWIES,18,22,8,4,18
SWIFT,18,22,8,5,19
SWIGS,18,22,8,6,18
SWILE,18,22,8,11,4
SWILL,18,22,8,11,11
SWIMS,18,22,8,12,18
SWINE,18,22,8,13,4
SWING,18,22,8,13,6
SWINK,18,22,8,13,10
SWIPE,18,22,8,15,4
SWIRE,18,22,8,17,4
SWIRL,18,22,8,17,11
SWISH,18,22,8,18,7
SWISS,18,22,8,18,18
SWITH,18,22,8,19,7
SWITS,18,22,8,19,18
SWIVE,18,22,8,21,4
SWIZZ,18,22,8,25,25
SWOBS,18,22,14,1,18
SWOLE,18,22,14,11,4
SWOLN,18,22,14,11,13
SWOON,18,22,14,14,13
SWOOP,18,22,14,14,15
SWOPS,18,22,14,15,18
SWOPT,18,22,14,15,19
SWORD,18,22,14,17,3
SWORE,18,22,14,17,4
SWORN,18,22,14,17,13
SWOTS,18,22,14,19,18
SWOUN,18,22,14,20,13
SWUNG,18,22,20,13,6
SYBBE,18,24,1,1,4
SYBIL,18,24,1,8,11
SYBOE,18,24,1,14,4
SYBOW,18,24,1,14,22
SYCEE,18,24,2,4,4
SYCES,18,24,2,4,18
SYCON,18,24,2,14,13
SYENS,18,24,4,13,18
SYKER,18,24,10,4,17
SYKES,18,24,10,4,18
SYLIS,18,24,11,8,18
SYLPH,18,24,11,15,7
SYLVA,18,24,11,21,0
SYMAR,18,24,12,0,17
SYNCH,18,24,13,2,7
SYNCS,18,24,13,2,18
SYNDS,18,24,13,3,18
SYNED,18,24,13,4,3
SYNES,18,24,13,4,18
SYNOD,18,24,13,14,3
SYNTH,18,24,13,19,7
SYPED,18,24,15,4,3
SYPES,18,24,15,4,18
SYPHS,18,24,15,7,18
SYRAH,18,24,17,0,7
SYREN,18,24,17,4,13
SYRUP,18,24,17,20,15
SYSOP,18,24,18,14,15
SYTHE,18,24,19,7,4
SYVER,18,24,21,4,17
TAALS,19,0,0,11,18
TAATA,19,0,0,19,0
TABBY,19,0,1,1,24
TABER,19,0,1,4,17
TABES,19,0,1,4,18
TABID,19,0,1,8,3
TABIS,19,0,1,8,18
TABLA,19,0,1,11,0
TABLE,19,0,1,11,4
TABOO,19,0,1,14,14
TABOR,19,0,1,14,17
TABUN,19,0,1,20,13
TABUS,19,0,1,20,18
TACAN,19,0,2,0,13
TACES,19,0,2,4,18
TACET,19,0,2,4,19
TACHE,19,0,2,7,4
TACHO,19,0,2,7,14
TACHS,19,0,2,7,18
TACIT,19,0,2,8,19
TACKS,19,0,2,10,18
TACKY,19,0,2,10,24
TACOS,19,0,2,14,18
TACTS,19,0,2,19,18
TAELS,19,0,4,11,18
TAFFY,19,0,5,5,24
TAFIA,19,0,5,8,0
TAGGY,19,0,6,6,24
TAGMA,19,0,6,12,0
TAHAS,19,0,7,0,18
TAHRS,19,0,7,17,18
TAIGA,19,0,8,6,0
TAIGS,19,0,8,6,18
TAIKO,19,0,8,10,14
TAILS,19,0,8,11,18
TAINS,19,0,8,13,18
TAINT,19,0,8,13,19
TAIRA,19,0,8,17,0
TAISH,19,0,8,18,7
TAITS,19,0,8,19,18
TAJES,19,0,9,4,18
TAKAS,19,0,10,0,18
TAKEN,19,0,10,4,13
TAKER,19,0,10,4,17
TAKES,19,0,10,4,18
TAKHI,19,0,10,7,8
TAKIN,19,0,10,8,13
TAKIS,19,0,10,8,18
TAKKY,19,0,10,10,24
TALAK,19,0,11,0,10
TALAQ,19,0,11,0,16
TALAR,19,0,11,0,17
TALAS,19,0,11,0,18
TALCS,19,0,11,2,18
TALCY,19,0,11,2,24
TALEA,19,0,11,4,0
TALER,19,0,11,4,17
TALES,19,0,11,4,18
TALKS,19,0,11,10,18
TALKY,19,0,11,10,24
TALLS,19,0,11,11,18
TALLY,19,0,11,11,24
TALMA,19,0,11,12,0
TALON,19,0,11,14,13
TALPA,19,0,11,15,0
TALUK,19,0,11,20,10
TALUS,19,0,11,20,18
TAMAL,19,0,12,0,11
TAMED,19,0,12,4,3
TAMER,19,0,12,4,17
TAMES,19,0,12,4,18
TAMIN,19,0,12,8,13
TAMIS,19,0,12,8,18
TAMMY,19,0,12,12,24
TAMPS,19,0,12,15,18
TANAS,19,0,13,0,18
TANGA,19,0,13,6,0
TANGI,19,0,13,6,8
TANGO,19,0,13,6,14
TANGS,19,0,13,6,18
TANGY,19,0,13,6,24
TANHS,19,0,13,7,18
TANKA,19,0,13,10,0
TANKS,19,0,13,10,18
TANKY,19,0,13,10,24
TANNA,19,0,13,13,0
TANSY,19,0,13,18,24
TANTI,19,0,13,19,8
TANTO,19,0,13,19,14
TANTY,19,0,13,19,24
TAPAS,19,0,15,0,18
TAPED,19,0,15,4,3
TAPEN,19,0,15,4,13
TAPER,19,0,15,4,17
TAPES,19,0,15,4,18
TAPET,19,0,15,4,19
TAPIR,19,0,15,8,17
TAPIS,19,0,15,8,18
TAPPA,19,0,15,15,0
TAPUS,19,0,15,20,18
TARAS,19,0,17,0,18
TARDO,19,0,17,3,14
TARDY,19,0,17,3,24
TARED,19,0,17,4,3
TARES,19,0,17,4,18
TARGA,19,0,17,6,0
TARGE,19,0,17,6,4
TARNS,19,0,17,13,18
TAROC,19,0,17,14,2
TAROK,19,0,17,14,10
TAROS,19,0,17,14,18
TAROT,19,0,17,14,19
TARPS,19,0,17,15,18
TARRE,19,0,17,17,4
TARRY,19,0,17,17,24
TARSI,19,0,17,18,8
TARTS,19,0,17,19,18
TARTY,19,0,17,19,24
TASAR,19,0,18,0,17
TASED,19,0,18,4,3
TASER,19,0,18,4,17
TASES,19,0,18,4,18
TASKS,19,0,18,10,18
TASSA,19,0,18,18,0
TASSE,19,0,18,18,4
TASSO,19,0,18,18,14
TASTE,19,0,18,19,4
TASTY,19,0,18,19,24
TATAR,19,0,19,0,17
TATER,19,0,19,4,17
TATES,19,0,19,4,18
TATHS,19,0,19,7,18
TATIE,19,0,19,8,4
TATOU,19,0,19,14,20
TATTS,19,0,19,19,18
TATTY,19,0,19,19,24
TATUS,19,0,19,20,18
TAUBE,19,0,20,1,4
TAULD,19,0,20,11,3
TAUNT,19,0,20,13,19
TAUON,19,0,20,14,13
TAUPE,19,0,20,15,4
TAUTS,19,0,20,19,18
TAVAH,19,0,21,0,7
TAVAS,19,0,21,0,18
TAVER,19,0,21,4,17
TAWAI,19,0,22,0,8
TAWAS,19,0,22,0,18
TAWED,19,0,22,4,3
TAWER,19,0,22,4,17
TAWIE,19,0,22,8,4
TAWNY,19,0,22,13,24
TAWSE,19,0,22,18,4
TAWTS,19,0,22,19,18
TAXED,19,0,23,4,3
TAXER,19,0,23,4,17
TAXES,19,0,23,4,18
TAXIS,19,0,23,8,18
TAXOL,19,0,23,14,11
TAXON,19,0,23,14,13
TAXOR,19,0,23,14,17
TAXUS,19,0,23,20,18
TAYRA,19,0,24,17,0
TAZZA,19,0,25,25,0
TAZZE,19,0,25,25,4
TEACH,19,4,0,2,7
TEADE,19,4,0,3,4
TEADS,19,4,0,3,18
TEAED,19,4,0,4,3
